OrderID,UserID,OrderTime,ItemID,price,quantity
92621976,1.602740331536461e+18,2021-04-12 13:38:35,314615,189.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,966349,98.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,329633,169.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,432058,219.0,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,393166,99.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,461495,79.8,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,994430,81.3,2
92621976,1.602740331536461e+18,2021-04-12 13:38:35,332042,19.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,315147,84.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,953818,89.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,950937,105.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,466517,159.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,308237,47.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,447222,268.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,387812,114.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,459754,129.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,308236,47.0,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,303672,59.96,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,419159,84.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,318056,208.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,312799,59.9,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,303684,119.95,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,312095,1099.0,1
92621976,1.602740331536461e+18,2021-04-12 13:38:35,994511,200.9,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,303765,79.9,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,303745,89.9,5
92845442,4.447155101617916e+18,2021-04-25 07:45:16,303771,499.0,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,303666,154.95,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,888502,438.9,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,306155,169.0,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,306268,49.9,3
92845442,4.447155101617916e+18,2021-04-25 07:45:16,305912,65.9,2
92845442,4.447155101617916e+18,2021-04-25 07:45:16,304061,149.9,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,303672,51.96,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,391012,99.9,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,303784,79.84,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,685978,129.9,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,640888,62.6,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,306801,129.0,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,307974,73.9,2
92845442,4.447155101617916e+18,2021-04-25 07:45:16,306800,145.9,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,303744,74.85,1
92845442,4.447155101617916e+18,2021-04-25 07:45:16,523880,69.9,2
92845442,4.447155101617916e+18,2021-04-25 07:45:16,355130,79.9,2
92845442,4.447155101617916e+18,2021-04-25 07:45:16,310065,65.9,2
92782949,3.376698551608199e+18,2021-04-21 20:36:18,307905,110.0,3
92782949,3.376698551608199e+18,2021-04-21 20:36:18,314652,49.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,307335,198.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,960613,37.9,2
92782949,3.376698551608199e+18,2021-04-21 20:36:18,524605,133.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,311372,44.9,5
92782949,3.376698551608199e+18,2021-04-21 20:36:18,315757,169.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,304060,99.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,325888,209.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,312015,34.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,950835,158.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,311987,136.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,447222,268.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,310023,99.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,308450,159.0,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,303744,24.95,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,1004454,139.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,337094,100.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,509033,93.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,510636,89.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,308823,83.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,307532,62.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,317194,144.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,308821,61.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,307951,152.99,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,308829,79.9,2
92782949,3.376698551608199e+18,2021-04-21 20:36:18,311340,118.9,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,306115,45.7,1
92782949,3.376698551608199e+18,2021-04-21 20:36:18,315425,81.9,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,980334,69.9,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,316295,383.7,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,1014974,83.9,3
92647942,7.762478511591946e+18,2021-04-13 21:24:30,307955,99.9,2
92647942,7.762478511591946e+18,2021-04-13 21:24:30,304588,41.9,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,431454,208.9,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,543589,47.9,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,479748,11.9,2
92647942,7.762478511591946e+18,2021-04-13 21:24:30,306059,69.9,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,479747,11.9,2
92647942,7.762478511591946e+18,2021-04-13 21:24:30,312852,699.9,1
92647942,7.762478511591946e+18,2021-04-13 21:24:30,705130,57.9,6
92578216,3.526319581531058e+18,2021-04-09 18:03:19,304058,99.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,303744,24.95,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,768147,239.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,315723,114.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,990545,69.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,430560,76.89,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,307961,126.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,318146,109.0,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,458367,299.0,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,308048,79.9,3
92578216,3.526319581531058e+18,2021-04-09 18:03:19,336328,459.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,314548,119.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,310736,103.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,303765,59.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,966349,98.9,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,318145,109.0,1
92578216,3.526319581531058e+18,2021-04-09 18:03:19,314510,49.9,2
92578216,3.526319581531058e+18,2021-04-09 18:03:19,510636,89.9,1
92932511,5.451394145746853e+16,2021-04-29 20:21:03,313461,308.9,1
92932511,5.451394145746853e+16,2021-04-29 20:21:03,707864,39.0,2
92932511,5.451394145746853e+16,2021-04-29 20:21:03,315292,79.9,2
92932511,5.451394145746853e+16,2021-04-29 20:21:03,645309,110.9,1
92932511,5.451394145746853e+16,2021-04-29 20:21:03,999055,156.0,2
92932511,5.451394145746853e+16,2021-04-29 20:21:03,314346,308.9,1
92932511,5.451394145746853e+16,2021-04-29 20:21:03,304613,51.8,2
92932511,5.451394145746853e+16,2021-04-29 20:21:03,875440,93.0,2
92932511,5.451394145746853e+16,2021-04-29 20:21:03,968705,157.9,1
92932511,5.451394145746853e+16,2021-04-29 20:21:03,306799,109.0,2
92932511,5.451394145746853e+16,2021-04-29 20:21:03,304761,66.99,6
92932511,5.451394145746853e+16,2021-04-29 20:21:03,449373,167.9,1
92932511,5.451394145746853e+16,2021-04-29 20:21:03,306234,73.06,6
92932511,5.451394145746853e+16,2021-04-29 20:21:03,311319,39.9,5
92932511,5.451394145746853e+16,2021-04-29 20:21:03,308896,29.0,1
92932511,5.451394145746853e+16,2021-04-29 20:21:03,305660,46.0,5
92932511,5.451394145746853e+16,2021-04-29 20:21:03,305078,194.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,675562,79.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,959037,39.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,303745,89.9,2
92457884,9.99936399159502e+18,2021-04-09 11:46:14,549504,239.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,513189,120.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,402808,99.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,461367,69.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,315416,119.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,550413,119.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,399859,39.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,308918,99.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,308621,69.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,306581,84.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,342369,79.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,305290,439.0,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,475564,277.16,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,341835,79.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,655780,69.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,304677,10.95,6
92457884,9.99936399159502e+18,2021-04-09 11:46:14,317282,139.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,399863,39.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,306847,61.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,1019735,99.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,304635,31.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,328076,84.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,679128,39.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,475593,269.96,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,306057,44.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,318527,189.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,344532,69.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,1016296,39.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,308620,79.9,1
92457884,9.99936399159502e+18,2021-04-09 11:46:14,1019733,99.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,307035,77.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,304368,149.0,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,427624,169.9,3
92537312,4.764656481525888e+18,2021-04-07 16:38:38,311730,194.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,303682,80.19,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,305289,51.9,2
92537312,4.764656481525888e+18,2021-04-07 16:38:38,308018,144.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,307533,79.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,549409,399.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,673886,89.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,305959,55.7,3
92537312,4.764656481525888e+18,2021-04-07 16:38:38,305831,125.0,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,667300,289.0,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,692247,319.96,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,397181,179.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,304685,199.0,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,313149,71.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,308830,99.9,3
92537312,4.764656481525888e+18,2021-04-07 16:38:38,305674,26.01,12
92537312,4.764656481525888e+18,2021-04-07 16:38:38,318622,67.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,713273,51.9,1
92537312,4.764656481525888e+18,2021-04-07 16:38:38,309551,69.9,2
